a 阿啊腌嗄锕吖呵錒𠼞𥥩𨉚𱚱
qian 前千钱签潜迁欠牵浅遣谦乾铅歉黔谴嵌倩钳茜虔堑钎骞阡掮钤扦芊荨仟芡悭缱佥愆褰肷岍搴慊椠伣圲墘孅杄汧綪蒨靬鹐𬘬㐸㓺㗔㜞㟻㡨㢛㥶㦮㦿㧄㨜㩃㩮㩷㪁㪠㯠㸫㹂䀒䁮䅾䇂䇜䈤䈴䉦䊴䐶䑶䕭䖍䙴䞿䤘䥅䦲䪈䫡䭑䭤䵖䵛仱俔偂傔僉儙兛凵刋厱唊嗛圱塹壍奷婜媊嬱孯寨岒嵰幵廞忏忴悓慳扲拑拪掔揃揵摼撁撍撖攐攑攓朁杴柑棈榩槏槧橬檶櫏欦欿歁歬汘涔淒淺湔漸潛濳灊灒煔熑燂燖牽犍玪瓩皘磏竏筋箝箞篏篟簽籖籤粁縴繾纤羥羬脥腱膁臤艌茾葥葴蔳蕁藖蚈蚙蜸諐謙譴谸赶軡輤遷釺鈆鈐鉆鉗鉛銭鋟錎錢鍼鎆鏲鐱鑓鑯開雃韆顅顩馯騚騝騫鬜鬝鰜鰬鳽鵮鶼黚齦𠀼𠊭𠋵𠑲𠔺𠠃𠢍𠬾𠳋𠷁𡒌𢁮𢂺𢃘𢃥𢋔𢌍𢍱𢜩𢧥𢮄𣍰𣓅𣖳𣘝𣟋𣢖𣢬𣢲𣹥𤠿𤬯𤿷𥏥𥔮𥜴𥡝𥦃𥧬𥮒𥱺𥲢𥳐𥴤𥷪𦂒𦅋𦖎𦢙𦴑𦼓𧃑𧘜𧚫𧛓𧟑𧢞𧣑𧥛𧪯𧮮𧮽𧲀𧽐𨐋𨐩𨓲𨗦𨜻𨝍𨥞𨦄𨨘𨰂𨱫𨺩𨺫𨽨𩋆𩎖𩑟𩑳𩒣𩦊𩨃𩨊𩨓𩪢𩬚𪇇𪈇𪉻𪑙𪘦𰀡𲄨𲌞
qiang 强抢墙枪腔锵呛羌蔷襁羟跄樯戕嫱戗炝镪锖蜣玱蔃㛨㩖㱿㳾㾤䤌䵁丬創勥哐唴啌嗆嗴墏墻嬙将將嶈廧強彊慶戧控搶摪斨椌槍檣溬漒熗爿牄牆猐獇瑲矼箐篬繈繦羗羥羫羻艢薔蘠謒跫蹌蹡錆鎗鏘鏹鶬𠼢𡠥𡬎𡸤𡺛𢈵𢏄𢐩𢧅𣫝𤕽𥇉𥓌𥴻𥶑𦯤𦳟𦷦𧇞𧖑𧭚𧱡𧽩𨄚𨶆𩚕𩣼𩩝𩼒𩿄𪁸𪎞𪙎𬧀𮠞𲌡
qiao 桥乔侨巧悄敲俏瞧翘窍峭锹撬荞跷樵憔鞘橇诮谯愀鞒硗劁缲睄硚㚁㚽㝯㡑㢗㤍㪣㴥㺒䀉䂪䂭䃝䆻䇌䎗䚩䦒䩌䫞䯨䱁䲾䵲丂偢僑僺削喬喿嘺噭塙墝墧墽壳嫶峤嵪嶠帩幓幧愁招捎搞摮撽敫校槗橋橾殻殼毃毳潐焦燆燋犞癄硝碻磝磽礄礉窯竅箾繑繰翹茭荍菬蕉蕎藮蟜誚譑譙趫趬跤踃踍蹺蹻躈郻鄗鄡鄥醮釥銚鍫鍬鏒鐈鐰陗雀鞩鞽韒頝顤顦驕骹髚髜𠏖𠿕𡌔𡩇𡰐𡰑𡺘𢄹𢐟𢘟𢩨𢮉𢶡𢻤𢿣𣂁𣂇𣂥𣒆𣖄𣜽𣟼𣦜𣯹𣹝𣺰𤴀𥀣𥁢𥉾𥟅𥪯𥹶𦅃𦢺𧄍𧣌𨃤𨅣𨜍𨜑𨝱𨞶𨸑𩖇𩨟𪑊𫏋𱂻
qie 切且窃茄锲怯伽惬妾趄挈郄箧癿㓶㗫㚗㛍㛗㛙㤲㥦㰤㰰㰼㹤㼤㾀㾜䈉䞣䟙䠍䤿䦧䫔倢匧厒唼喋嗛契婕帹悏愜慊捷朅椄沏洯淁渫漆猰疌砌稧穕竊笡篋籡緁聺脞苆蕺藒蛣蛪詧跙踥輵鍥鐑魥鯜鰈𠀃𠁠𠋧𠩂𠲵𡂠𡐤𡔣𡘍𡛠𡝍𡶐𢍆𢲶𢺅𣠺𤴼𤷾𥕑𥪵𥿚𦆍𦼰𦿋𧑨𧚨𧚪𧫕𧻘𧻧𨄊𨉪𨖰𨚧𩣴𪑗𪙌𱞝
qin 亲勤侵秦钦琴禽芹沁寝擒噙嗪揿溱芩衾锓吣檎嵚慬骎㓎㕂㕋㘦㝲㞬㢙㤈㩒㪁㮗㱽㾛㾣䃡䃢䈜䔷䜷䦦䫬䰼䵖儭吢唚坅埁埐堇墐媇嫀寑寢寴嶔嶜庈廑忴懃懄扲抋捦搇撳斳昑梣梫槿橬櫬欽浸滲澿瀙珡琹瘽矜笉綅耹肣臤菣菦菳蓁藽蘄蚙螓螼蠄衿覃親誛赺赾鈂鈊鈙鈫鋟雂靲頜顉顩駸鬵鮼鳹鵭𠓿𠔎𠖶𠘅𠜘𠦎𠻨𡫧𡵑𡹢𢫲𢱶𣆲𣖯𣜣𣢐𣨠𣪄𤙋𤚩𤥓𤴽𤵂𤿳𥍯𥎊𥎡𥘋𥱧𥵧𦧋𦯈𧡘𧯃𧼒𧾏𨙽𨛣𨾰𩂈𩎖𩐙𩓒𩔝𩔟𪒭𪒯𪙟𱰤
qing 情青清请轻庆倾顷卿晴氢擎氰罄磬蜻箐鲭綮苘黥圊檠勍庼碃綪㩩㯳㵾㷫䂩䋜䔛䝼䞍䡖䨝䯧䲔亲倩傾儬凊剠啨埥声夝寈廎慶掅擏暒棾樈檾櫦殑殸氫涇淸渹漀濪甠硘硜精胜莔葝親請謦軽輕郬鑋靑靘頃鯖鯨鶄𠑴𠗝𠨍𡄇𡄔𡲀𢹃𣩜𣫨𤭩𥃟𥱨𧕙𧖪𨆪𨓷𨻺𩇝𩇟𩑭𩒵𩔥𩗼𩷏𩽡𪄈𪏅
qiong 穷琼穹邛芎茕筇蛩銎䓖㑋㒌㝁㧭㮪㷀㼇䁚䃔䅃䆳䊄䛪䠻儝卭嬛宆惸憌桏橩焪焭煢熍琁璚瓊瓗睘瞏窮竆笻舼藑藭蛬赹跫鞠𠊫𠌖𠤊𡊼𡞦𡦃𡸕𡺺𢞏𢮍𢶇𣇬𣋶𣑦𣜧𣶆𤢶𤤑𤤶𥑎𥑱𥨪𥳎𦦧𦨰𦭭𦾵𨀯𨉫𨍶𩑓𩢽𩨯𩬛𩬰𪀛
qiu 求球秋丘邱酋裘囚遒鳅虬蚯泅楸湫犰逑巯俅蝤赇鼽糗璆萩訄鞧鹙𨱇㐀㐤㕤㚱㛏㞗㟈㤹㥢㧨㭝㳋㷕㺩㺫䆋䊆䊵䎿䐐䜪䞭䟬䟵䠓䠗䣇䤛䨂䱸䲡丠仇區厹叴唒团坵媝崷巰恘惆愀扏捄搝朹梂橚櫹殏毬氽氿汓浗渞湭煪牫玌皳盚秌穐篍紌絿緧肍艽莍蓲蘒虯蛷蝵蟗蠤觓觩訅賕趜趥踆逎邺醔釓釚釻銶鞦馗鮂鯄鰌鰍鰽鱃鳩鶖龜龝龟𠀉𠗈𠰋𡊣𡲚𢈝𢘄𢛃𢦎𣧝𣭳𤕾𤞰𥔻𥥽𥫷𥭑𦦄𦬖𦰪𦵩𧇸𧏋𧔭𧣕𧤕𧲰𧳫𧺤𧻁𧻱𧼭𨍊𨒊𨕦𨟽𨲒𨺧𩈸𩒮𩔕𩗕𩝠𩵍𩵰𩾁𪍗𪖛𪚺𬓫𱗕
qu 区去取曲趋渠趣驱屈躯衢娶祛瞿岖龋觑朐蛐癯蛆阒诎劬蕖蘧氍黢蠼璩鸲磲㭕䓛坥岨灈焌竘胠袪麹鼩𪨰㖆㘗㜘㜹㠊㣄㧁㩴㫢㯫㰦㲒㲘㸖㻃㽛㾀䁦䂂䆽䈌䋧䒧䒼䓚䕮䖦䗇䝣䞤䟊䠐䢗䢹䧢䵶䶚伹佉佢刞匤區厺句呿唟岴嶇巨弆忂怚憈戌戵抾敺斪枸欋欪毆浀淭璖竬筁籧粬紶組絇翑翵耝胊脥臞苣菃葋蚼蜡蝺螶蟝蠷衐覰覷覻詓詘誇誳趍趜趨跔跙跼躣軀軥迲遽鉤鐻鑺镼閴闃阹鞠鞫駆駈騶驅髷魼鮈鰸鱋鴝鶌鸜麮麯麴鼁齲𠇯𠍲𠏛𠣪𡟥𡡥𡱅𡱺𡲰𡳆𢂁𢌄𢌷𢎖𢦌𢴮𢼰𣖪𣭳𣮈𣯸𣰋𣰠𣰡𣰻𤖬𤙏𤢓𤨎𥃔𥗫𥧻𥬔𥶶𥺷𥽧𦄽𦐛𦔬𦕙𦗛𦛕𦛱𦣒𦸶𦼫𧄒𧉧𧊛𧌑𧐅𧕎𧗪𧝔𧠢𧲵𧻃𧾱𧾶𨃘𨄅𨊘𨎶𨐣𨓭𨞙𨞳𨧱𨱊𨸟𨼫𨼽𩇐𩉿𩍔𩖷𩢳𩣹𩧘𩪍𩴹𩵅𩽩𩿟𩿥𩿩𪀊𪁖𪄊𪆂𪉌𪋄𪌆𪌬𪍸𪛃𫭟𬸱
quan 全权券泉圈拳劝犬铨痊诠荃醛蜷颧绻筌鬈悛辁畎佺婘棬瑔鳈𨟠㒰㒽㟫䀬䄐䅚䊎䌯䑏䟒䠰串勧勸卷啳圏圳埢奍姾孉峑巏弮恮惓拴捲搼栓桊椦楾槫権權汱洤湶灥烇牶牷犈犭狋獾甽矔硂純絟綣縓腃葲虇蠸觠詮謜譔跧踡輇酄銓鐉闎韏顴駩騡鰁鸛齤𠛮𠤹𠥙𡇮𡈉𡙅𡙐𡰝𡴔𡺟𡿨𢍕𢎠𢑆𢔑𢫔𣍴𣸋𤜍𤥷𤬠𤰝𤷄𥁠𥁸𥤊𥹳𦋓𦍅𦏮𦓰𦨚𧈾𧍭𧸾𨛈𨜩𨨗𨩸𩓫𩘘𩜬𩧴𪈻𪐂
que 确却缺雀鹊阙瘸榷炔阕悫傕埆碏礐𨟠𬒈㕁㩁㰌㱋㱿㲉㴶㹱㾡䇎䍳䐨䟩䦬䧿䲵卻塙墧屈崅愨慤搉攉敠汋決燩猎琷皵硞確碻礭舄芍蒛蚗觳趞踖闋闕隺鳥鵲𠞗𡇱𡉉𢔱𢠬𣖫𣛵𣤇𣪹𤡯𤣅𤷽𤿋𤿩𤿵𥀎𥆸𥕹𥗙𥗮𥜵𥩢𧎯𧢩𧢭𨞩𨢜𨴊𨴒𨵗𩤈𩨭𩨷𩫠𪏈𪏨𪖀
qun 群裙逡囷㟒㪊㿏䊎䭽夋宭峮帬歏箘羣裠踆蹲輑遁麇麕𡈀𢛕𣀄𤛭𤸷𦃢𦽖𧼐𨞗𩎗𩤁
ran 然染燃冉苒髯蚺䎃㒄㚩㜣㦓㲯㸐㾆㿵䑙䒣䔳䕼䖄䣸䤡䫇䳿冄呥嘫姌媣柟橪熯珃繎肰蒅蚦衻袇袡蹨髥𠊌𠤀𠯍𠱞𡖝𡜉𡜫𢓒𣰦𤙼𤡮𤱋𤲗𥀫𥀭𥣹𥣺𥬕𥳚𦫉𨹌𩃵𩢡𩧬𩶎𪓘𪓚𪚮
rang 让壤攘嚷瓤穰禳儴瀼纕蘘䉴䑋勷壌孃忀懹欀爙獽穣蠰譲讓躟鑲鬤𢐿𣩽𣰶𤅑𤬥𤰂𥗝𧟄𨏛𨟚𩆶
rao 绕扰饶娆桡荛㑱㹛嬈撓擾橈犪穘繚繞蕘蟯襓遶隢饒𠒸𡈦𦪛𧳨𨇄
re 热惹㳧偌喏捼渃焫熱若蹃𢞇𤍠𤑄𧧏𩭿
ren 人任认仁忍韧刃纫饪妊荏稔壬仞轫衽葚纴讱㠴㣼㲽㶵㸾䀔䀼䇮䋕䌾䏕䚾䛘䭃亻仭儿刄姙屻岃忈忎恁扨朲杒栠栣梕棯涊牣祍秂秹紉紝絍綛肕腍芢荵菍袵訒認躵軔釰鈓銋靭靱韌飪餁魜鵀𠯄𠲏𡰥𢆉𢇦𣅉𦍌𦏀𦬄𧥷𧴬𨉃𩑉𩠈𩵕𪔺
reng 仍扔㭁㺱䄧䚮戎礽穰耳艿芿辸陾𠧟𠮨𠯷𠯹𢫨𣗐𥾋𧹈𨸐
ri 日驲䒤囸氜釰鈤馹𠟅𡆸𡈎𡉭𤝍𦨙𱓰𲇰
rong 容荣融绒溶蓉熔戎榕茸冗嵘狨蝾瑢镕㘇㝐㣑㭜㲓㲝㲨㺎㼸䄾䇀䇯䈶䘬䠜䡆䡥䢇䤊䩸傇傛坈媶嫆嬫宂峵嵤嶸巆搈搑曧栄榮榵毧氄瀜烿爃穁穃絨縙縟羢肜茙螎蠑褣軵鎔隔頌駥髶𠌚𠞕𠰽𠹍𡊫𡊸𡖢𡦼𡫦𡭋𢐿𢦿𢫨𣭲𣮪𣯍𣯏𣯐𣰇𣲽𤘺𤘻𥎂𥎜𥑳𥨳𥬪𥼬𦔋𦗋𦗨𦶇𧉡𧎣𨉴𨉷𨋠𨌣𨍅𨍷𨒆𨲟𩍉𩎂𩒷𩚗𩮠𩼅𪃾𪕁𪕎𪗴𲆵
rou 肉柔揉糅鞣蹂㖻㽥䏔䐓䧷䰆厹媃宍楺渘煣瑈瓇禸粈腬莥葇蝚輮鍒鑐韖騥髳鰇鶔𠠐𡗑𢔟𢘅𥠊𦍭𨛶𪑶𫐓𱣑𲅂
ru 入如乳儒辱汝茹褥孺濡蠕嚅缛溽铷洳薷襦颥蓐嬬㐵㦺㨎㳶㹘㼋㾒䄾䋈䞕䰰侞偄吺咮嗕女媷嶿帤扖挐擩曘月杁桇檽渪燸獳筎縟繻肉肗臑蒘蕠蝡袽邚鄏醹銣鑐需顬鱬鳰鴑鴽𠟺𠤦𡄲𡈴𡜃𡜚𡥶𡫽𡮚𢖵𢛚𣖹𣚐𣭠𣯋𣽈𣽉𤡤𥙦𥞚𦤊𦭰𦳾𦷸𧊟𨚴𨨜𩄋𩍥𩱨𩶫𩶯𩸐𪏮𪑾
rua 挼
ruan 软阮堧媆瓀㓴㧫㮕㼱㽭䆓䎡䓴䙇䞂䪭偄壖撋擩朊檽濡燸瑌碝礝緛耎腝蝡軟輭需𠟺𠤦𢘧𢡵𢱾𣃅𣡗𣽈𣽳𤧠𤲬𥈇𥊶𥎀𥎘𥩗𥯬𦶇𦺾𨋚𨒩𨨰𨪳𨬔𩏈
rui 瑞锐睿芮蕊蕤蚋枘汭㓹㢻㧫㨅㪫㮃㲊䂱䄲䅑䇤䌼䓲䜭䬐兑内叡壡婑惢抐撋桵棁橤甤笍綏緌繠苼蕋蘂蘃蜹踒鈉銳鋭鏸𡯒𢣳𣛚𣬘𥳝𦼆𧄜𨧨𨳙𪏩𮉫
run 润闰㠈䏰䦞撋橍潤瞤膶閏閠𠷀𥆧𨳝𨷎𩀋
ruo 若弱偌箬婼爇蒻鄀䐞䚥叒嵶惹挼捼撋楉渃溺焫篛芮鰙鰯鶸𢜪𤍽𤣼𦩸𧃪𨀝𨴚𱥣
sa 萨洒撒飒卅仨挲脎潵靸㒎㚫㪪㽂䊛䑥䙣䛽䬃挱摋攃檫櫒殺泧灑纚蔡薩虄訯趿躠鈒鎝鏾钑隡霅鞈颯馺𠎷𠦃𠬙𠮿𠱡𠿓𡄳𡐥𡒁𢓔𢕬𢫬𢶍𢻨𣀯𣘤𣜂𣬬𥋌𥵯𥸗𥻦𦠿𦻅𦼧𧀕𧭝𨃛𨆂𨐖𨷆𩆅𩎕𩐅𩗉𩗞𩣞𩨞𱗂
sai 赛塞腮噻鳃㗷㘔㩙䈢䚡䰄僿嗮嘥思愢揌毢毸簺賽顋鰓𡨄𡬉𦞫𪃄
san 三散伞叁糁馓毵潵㤾㧲㪔㪚䈀䉈䊉䫅䫩仐俕傘傪厁參壭帴弎橵毶毿犙糂糝糣糤繖蔘謲鏒鏾閐霰饊鬖𠮿𡙘𢁘𢕕𣀧𣀫𣬛𣮠𥊀𥒬𦙱𦙸𦡨𦷻𦺻𧗋𧱆𧽾𨸃𩀲𩀼𩜱𩞀𩨡𩯑
sang 桑丧嗓搡颡磉䘮䡦䫙喪桒槡纕褬鎟顙𡕏𡠏𣉕𣊝𣞙𤸯𥔫𦅇𦟄𧍨𨢆𩐷𩦌𩺞𪔬𱮒
sao 扫骚嫂缫搔瘙臊埽溞㛮㥰㲧㺐㺑㿋䐹䑹䕅哨慅懆掃掻梢橾氉燥矂縿繅繰缲螦鄵鐰颾騒騷髞鰠鰺鱢鳋𠋺𢔳𢜶𢠡𢤁𢮞𣉔𣔱𣰕𤠘𤢖𥰱𦏛𦕏𦞣𦟄𦺋𦾘𧂩𧑫𧖠𨃣𨧪𨪊𩙈𩙰𩫦𩮚𪍻𱝄
se 色瑟涩啬穑铯㴔洓璱㒊㥶㮦㱇㻭㾊䉢䊂䔼䨛嗇塞寨廧愬懎拺擌栜槭歮歰泣渋溹漬澀澁濇濏瀒琗瘷穡穯粣繬薔虩譅轖鉍銫鎍鎩鏼閪闟雭飋𠎸𠟦𠟩𠢳𠵭𠽼𠿗𡫟𡵶𢀋𢃢𢡉𢱢𣚟𣽤𤁧𤖗𤛷𤾿𥈽𥱁𥷹𥻨𦆄𦐅𧈈𧒓𧒗𧨷𨆙𩃑𩄜𩇣𩊯𩍙𩏫𩕡𩰙𬈧
sen 森㜗傪摻椮槮洒滲襂𣟹𧂅𩕌
seng 僧䒏鬙𡬙
sha 沙厦杀纱砂啥莎刹傻煞鲨霎嗄痧裟铩唼歃㛼㠺㬠㰱㰼㲚㵤㸺䈉䝊䤬䬊乷倽儍剎哈唦啑喢噎帹廈挱挲接摋攝杉桬榝樧歰殺毮濈猀硰箑粆紗繌翜翣菨萐蔱賒鎩閯閷霅魦鯊鯋𠄒𠍽𠚺𡺧𢅑𢇗𢔣𢩖𢫬𢶌𢼵𣉜𣓉𣛶𣡽𣣮𣣺𣲓𣲡𣶤𣻑𤍁𤑣𤟃𥈊𥯦𦀛𦔯𦔰𦕉𦩿𦭉𦱵𦾚𧋊𧏫𧚨𧜁𧫝𧲌𧳛𧻵𨖷𨘉𨪍𩊮𩮫𩵮𪄅𪌮
shai 筛晒酾㩄㬠㴓䵘摋攦曬殺篩簁簛繺色諰釃閷𠱡𢄌𣻑𧜁𨢦𩂃𩂝𩴇
shan 山善陕闪衫擅汕扇杉珊删膳缮赡鄯煽姗跚鳝嬗潸讪舢苫疝膻钐剡蟮芟埏骟墠墡掞晱𫮃㚒㣌㣣㨛㨻㪎㪨㯆㰑㴸㶒㺑䀐䁴䄠䘰䚲䠾䡪䥇䦂䦅䩔䪌䱇䱉䴮傓僐僤儃儋刪剼单單嘇圸壇姍嶦幓彡挻掸掺搧摻撣擔攙敾杣柵栅椫樿檀檆櫼歚潬澘澹灗炶烻煔熌狦猭痁睒磰禅禪穇笘笧縿繕纔羴羶脠葠蔪蟬蟺襂襳覢訕謆譱贍赸軕邓邖釤銏鐥閃閄閊陝顃顫饍騸髟鯅鱓鱔鱣鿃𠚹𠫹𠿞𡟨𢒉𢒹𢕻𢩢𢫔𢿈𣆴𣓒𣖉𣧺𣩧𣪶𣬛𣲀𤀤𤇄𤊼𤢖𤮜𤺪𥄘𥈚𥊀𥔱𥰢𥸣𦍸𦎞𦏂𦘹𦳫𦶋𦺭𧀵𧎥𧛄𧛡𧧵𧨾𧭽𧲾𧴭𧷶𨁆𨏪𨝩𨝵𨹈𨹊𩁺𩆤𩆫𩌰𩟋𩦐𪍶𪑃𱖒
shang 上商尚伤赏裳墒晌垧觞殇熵绱䟫䬕䵰䵼丄傷埫場塲尙恦愓慯扄曏殤汤湯滳漡禓緔蔏螪蠰觴謪賞贘踼鑜鞝鬺𠼬𤎘𤔚𤳈𤵼𥏫𧡮𧶜𨢩𨶼𩞃𩞧𪄲𬀷
shao 少绍烧稍邵哨韶捎勺梢芍苕劭艄筲杓蛸潲柖玿睄㪢㲈㷹㸛䈰䈾䏴䒚䔠䙼䬰佋削卲召娋弰招搜旓溲焼燒燿笤紹綃綤莦萷蕱袑裢輎鞘韒颵髾鮹𠣫𠧙𠷃𡡏𢦽𢼼𢾐𤉎𤱠𥙬𥳓𥵦𦄏𦓴𦡱𦯐𦿃𧣪𧳹𨈘𨊢𨙹𨛍𨱭𨲆𩬏
she 设社摄涉射舍蛇舌奢慑赦赊佘麝歙畲厍猞滠奓畬𪨶㓭㢵㤴㴇㵃䀅䀹䄕䜓䞌䠶䤮䬦䬷厙弽慴懾折抴拾挕捨揲摂摵攝檨欇涻渉灄睫碟磼聶舎葉蔎虵蛞蛥蠂設賒賖輋邪鉈鍦闍阇鞨韘騇𠋞𠪣𠴯𠾏𡄢𢉃𢗭𢶅𣝒𣠞𣣭𣸚𤙱𤜣𤠭𤺔𥁹𥍉𥔡𥘦𥝀𥰰𥿞𦁗𦯬𦴍𦼢𧉮𧌖𧮿𧵳𨛭𨝫𨣍𩂨𩂴𩙝𩩗𩮐
shei 誰谁
shen 深身神什审申甚沈伸慎渗肾绅莘呻婶娠砷蜃哂椹葚诜谂矧胂侁屾棽燊珅甡瘆瞫鉮駪鲹𬬹𬳽㑗㕥㚞㚨㜪㥲㮱㰂㰮㵕㶒㾕䅸䆦䫖䯂䰠䰼侺信兟参參吲嘇堔妽姺嫀嬸宷審峷幓弞愼扟抌抻搷敒昚曋曑柛棯榊槮氠涁淰渖湛滲瀋甧瘮眒眘瞋矤祳穼籶籸糁糝紳綝罙罧脤腎葠蓡蔘薓蜄裑覾訠訷詵諗讅谉邥鋠震頣魫鯅鯓鯵鰰鰺鵢黮𠂧𠃫𠗿𠘆𠻝𡖬𡼬𢈇𢈯𢊖𢊲𢏎𢏦𢘊𢸙𣃵𣇗𣔗𣘘𣘲𣿇𤏗𤕊𤶴𥆣𥏖𥥍𥥿𥬐𥳱𥸬𦌀𦐹𦕽𦜊𦜜𦸂𦸯𦺷𧀯𧢹𧵬𨊘𨐍𨐔𨐕𨝐𨞲𨴐𩅨𩉼𩶇𩺵𱵁𱽖
sheng 生声升胜盛圣剩牲绳笙甥嵊晟眚昇省陞㗂㮐㱡㹌㼩㼳㾪䁞䎴䚇䞉䪿䱆䲼䴤丞乘偗冼剰勝呏垩墭姓娍媵憴斘晠曻枡栍椉榺橳殅殸泩渑渻湦澠焺狌珄琞甸竔箵縄繩聖聲苼蕂譝貹賸鉎鍟阩陹鱦鵿鼪𠇷𠓸𠓽𠴢𡞞𡨽𢦑𣢡𣬺𤚣𤯡𥘥𥟎𦔄𦕡𦖞𦛙𦩱𦳗𧍖𧡶𧪝𧿘𨁠𨕻𨚱𨜜𨲉𨲓𨵥𩍋𪅻𱰎
shi 是市时实事十使世施式势视识师史示石食始士失适试室似诗饰释驶氏逝湿蚀狮誓拾尸匙仕柿矢侍噬嗜拭屎恃轼虱豉舐莳铈谥炻豕鲥螫酾筮埘弑蓍鲺贳䏡䴓奭媞栻浉湜祏襫諟邿鸤鼫𫚕𬤊㒾㔺㕜㖷㢁㫑㱁㳏㵓㸷㹝㹬㹷䁺䂖䂠䄷䈕䊓䌤䌳䏉䒨䖨䗐䙾䛈䜴䟗䤭䤱䦙䦹䩃䭄䰄䲽䶡丗乨乭亊什佦兘冟勢卋厔叓呞呩咶唑啇嘘埶堤塒姼嬕実宩宲寔實寺屍峕峙崼嵵師弒彖徥忕忯恀惿戺挈提揓斯旹昰時枾柹楴榁榯檡殖殺汁沶液湤溡溮溼澤澨濕灑烒煶狧狶獅瑡畤痑眂眎眡睗礻秲竍笶箷篒篩簭籂絁繹耆肢舍舓葹蒒蒔蝕蝨褆褷襹視觢訑試詩諡謚識貰赫跩踶軾辻遈遞適遰遾郝醳釃釈釋釶鈰鉂鉃鉇鉈鉐鉽銴鍉鍦鎩飠飭飾餙餝饣馶駛魳鮖鯴鰘鰣鰤鳲鳾鶳鼭齛𠀍𠁗𠇳𠓤𠘪𠡥𠥿𠩔𠫺𠯰𠰚𠰴𠷇𡀗𡂓𡅵𡉸𡚼𡟕𡠋𡣪𡫵𡰯𡱁𡶈𡷈𡺔𢀕𢁓𢂑𢃰𢏯𢝬𢟯𢧏𢨝𢺿𢻘𢻫𢼉𢼊𣁒𣆘𣏚𣚌𣤘𣧚𣬐𤆰𤉏𤑦𤖻𤜣𤢼𤯄𤯜𤸤𤹌𥅔𥅞𥇲𥍸𥐘𥑏𥛨𥜰𥥥𥫴𥫽𥰰𥼶𥿅𥿮𦌿𦒈𦔂𦔥𦚨𦰯𦳊𦿇𧄹𧊖𧋒𧍀𧕯𧜂𧝊𧞲𧠜𧠡𧥖𧧅𧩹𧳅𧵋𧻸𨒍𨒧𨙩𨟂𨱡𨴯𨸝𨽄𩋡𩒂𩗎𩙢𩛌𩛏𩥐𩬭𩭐𩰢𪀔𪊢𪓻𪓿𪗧𫄟𱛬
shou 收手受首售授守寿瘦兽狩绶艏㖟㝊㥅㧃䛵䭭収嘼垨壽夀扌掱敊涭濤熟獣獸痩綬膄醻鏉龵𠈅𠱔𠷃𠷎𡧕𡬳𡭮𣒻𤙘𤚔𤱜𥅪𥅷𥙰𥨝𥾹𦣻𧈙𧌅𧚯𧜃𧤙𧯼𧵃𨛶𨞪𨱒𩠦𩠶𩴍𪈀𫜷
shu 术书数属树输束述署熟殊蔬舒疏鼠淑叔暑枢墅曙抒竖蜀薯梳戍恕孰沭赎庶漱塾倏澍纾姝菽黍腧秫毹殳摅婌鄃鉥陎隃𬬸㑐㒔㓱㛸㜐㡏㣽㫹㯮㲓㵂㶖㷂㸡㻿㼡㽰㾁䃞䇬䉀䑕䘤䜹䝂䝪䞖䟉䠼䢞䢤䨹䩱䱙䴰侸俆俞俶倐儵兪咰售嗽娶孎尌尗屬庻忬怷悆捈捒掓揄攄數暏書朮朱杸杼樞樹橾毺氀涑潄潏潻濖瀭焂瑹璹疋疎癙稌竪籔糬紓紵絉綀翛荗荼蒁蒣薥藪藷虪蠴蠾術裋襡襩謶豎豫贖跾踈軗輸透野錰鏣鐲除鮛鱪鱰鵨鶐鷸鼡𠊪𠐊𠘧𠙎𠦜𠲌𠾢𡂡𡊍𡑀𡒒𡔪𡣈𡤽𡦛𡧔𡱆𢋂𢞣𢠫𢧇𣀻𣉛𣏗𣤯𣰿𣻚𤍓𤕟𤗪𤘷𤞉𤱐𤴙𤻃𥌚𥍝𥞃𥣋𥳕𥿇𦈌𦈷𦍄𦐣𦒶𦠦𦤂𦶕𦺗𦺪𧁿𧄔𧇝𧊠𧑓𧒑𧗱𧞀𧞫𧠣𧼯𨁀𨅒𨐅𨔦𨛭𨶝𨷙𨽉𩛅𩢻𩪍𩳅𩷌𩾈𪅰𪌶𪐧
shua 刷耍唰㕞唆涮誜選𠛚𤔙𩈥𩉆𩤤𱝃
shuai 率衰帅摔甩蟀㲤䢦卛帥綏縗𠌭𠞩𢕅𢕑𣘚𣼧𤀤𤠠𤸬𤺀𧍓𧗿𧜠𨄮𩘱
shuan 栓拴涮闩腨䧠專槫汕踹閂𡭐𢩠𢮛𣔫𣟴𣠸𤅲𦁆𦝏𦺲𨄔𨏉
shuang 双爽霜孀礵骦鹴㕠㦼㼽䉶䌮䔪䗮䝄䨥䫪傱塽孇慡樉欆泷淙漴漺瀧灀縔艭鏯雙騻驦鷞鸘𠗾𡑽𥡠𥱶𥲚𦄍𦆌𧄐𧕟𧕺𧴅𨇯𩅪𩆿𩦌𩽧𫘭𮭪
shui 水税谁睡帨㥨㽷䬽䭨䳠娷捝氵氺涗涚祱稅脽裞説誰说閖𠻜𡯑𡱊𢇤𢏅𤆙𥌘𥫸𦙙𦣢𧀣𨓚𨿠𩟥𩩞
